network,code,location,network_group,channel_prefixes,channel_components
IA,USFM,,REGIONAL,HN,E
IA,USFM,,REGIONAL,HN,N
IA,USFM,,REGIONAL,HN,Z
IA,USFM,,REGIONAL,SH,E
IA,USFM,,REGIONAL,SH,N
IA,USFM,,REGIONAL,SH,Z
IA,USTI,00,REGIONAL,HN,E
IA,USTI,00,REGIONAL,HN,N
IA,USTI,00,REGIONAL,HN,Z
IA,USTI,00,REGIONAL,SH,E
IA,USTI,00,REGIONAL,SH,N
IA,USTI,00,REGIONAL,SH,Z
IA,UTSI,,REGIONAL,HN,E
IA,UTSI,,REGIONAL,HN,N
IA,UTSI,,REGIONAL,HN,Z
IA,UTSI,,REGIONAL,SH,E
IA,UTSI,,REGIONAL,SH,N
IA,UTSI,,REGIONAL,SH,Z
IA,UTSM,00,REGIONAL,HN,E
IA,UTSM,00,REGIONAL,HN,N
IA,UTSM,00,REGIONAL,HN,Z
IA,UTSM,00,REGIONAL,SH,E
IA,UTSM,00,REGIONAL,SH,N
IA,UTSM,00,REGIONAL,SH,Z
IA,UTUSI,,REGIONAL,HN,E
IA,UTUSI,,REGIONAL,HN,N
IA,UTUSI,,REGIONAL,HN,Z
IA,UTUSI,,REGIONAL,SH,E
IA,UTUSI,,REGIONAL,SH,N
IA,UTUSI,,REGIONAL,SH,Z
IA,UWJI,,REGIONAL,HN,E
IA,UWJI,,REGIONAL,HN,N
IA,UWJI,,REGIONAL,HN,Z
IA,UWJI,,REGIONAL,SH,E
IA,UWJI,,REGIONAL,SH,N
IA,UWJI,,REGIONAL,SH,Z
IA,UWNPI,,REGIONAL,HN,E
IA,UWNPI,,REGIONAL,HN,N
IA,UWNPI,,REGIONAL,HN,Z
IA,UWNPI,,REGIONAL,SH,E
IA,UWNPI,,REGIONAL,SH,N
IA,UWNPI,,REGIONAL,SH,Z
IA,WAMI,00,REGIONAL,HH,E
IA,WAMI,00,REGIONAL,HH,N
IA,WAMI,00,REGIONAL,HH,Z
IA,WAMI,00,REGIONAL,HN,E
IA,WAMI,00,REGIONAL,HN,N
IA,WAMI,00,REGIONAL,HN,Z
IA,WANPI,,REGIONAL,HN,E
IA,WANPI,,REGIONAL,HN,N
IA,WANPI,,REGIONAL,HN,Z
IA,WANPI,,REGIONAL,SH,E
IA,WANPI,,REGIONAL,SH,N
IA,WANPI,,REGIONAL,SH,Z
IA,WBMI,00,REGIONAL,HN,E
IA,WBMI,00,REGIONAL,HN,N
IA,WBMI,00,REGIONAL,HN,Z
IA,WBMI,00,REGIONAL,SH,E
IA,WBMI,00,REGIONAL,SH,N
IA,WBMI,00,REGIONAL,SH,Z
IA,WBNI,,REGIONAL,HN,E
IA,WBNI,,REGIONAL,HN,N
IA,WBNI,,REGIONAL,HN,Z
IA,WBNI,,REGIONAL,SH,E
IA,WBNI,,REGIONAL,SH,N
IA,WBNI,,REGIONAL,SH,Z
IA,WBSI,,REGIONAL,HN,E
IA,WBSI,,REGIONAL,HN,N
IA,WBSI,,REGIONAL,HN,Z
IA,WBSI,,REGIONAL,SH,E
IA,WBSI,,REGIONAL,SH,N
IA,WBSI,,REGIONAL,SH,Z
IA,WEFM,,REGIONAL,HN,E
IA,WEFM,,REGIONAL,HN,N
IA,WEFM,,REGIONAL,HN,Z
IA,WEFM,,REGIONAL,SH,E
IA,WEFM,,REGIONAL,SH,N
IA,WEFM,,REGIONAL,SH,Z
IA,WFTFM,,REGIONAL,HN,E
IA,WFTFM,,REGIONAL,HN,N
IA,WFTFM,,REGIONAL,HN,Z
IA,WFTFM,,REGIONAL,SH,E
IA,WFTFM,,REGIONAL,SH,N
IA,WFTFM,,REGIONAL,SH,Z
IA,WGJM,00,REGIONAL,HN,E
IA,WGJM,00,REGIONAL,HN,N
IA,WGJM,00,REGIONAL,HN,Z
IA,WGJM,00,REGIONAL,SH,E
IA,WGJM,00,REGIONAL,SH,N
IA,WGJM,00,REGIONAL,SH,Z
IA,WHMI,00,REGIONAL,HN,E
IA,WHMI,00,REGIONAL,HN,N
IA,WHMI,00,REGIONAL,HN,Z
IA,WHMI,00,REGIONAL,SH,E
IA,WHMI,00,REGIONAL,SH,N
IA,WHMI,00,REGIONAL,SH,Z
IA,WKCM,,REGIONAL,HN,E
IA,WKCM,,REGIONAL,HN,N
IA,WKCM,,REGIONAL,HN,Z
IA,WKCM,,REGIONAL,SH,E
IA,WKCM,,REGIONAL,SH,N
IA,WKCM,,REGIONAL,SH,Z
IA,WLFM,,REGIONAL,HN,E
IA,WLFM,,REGIONAL,HN,N
IA,WLFM,,REGIONAL,HN,Z
IA,WLFM,,REGIONAL,SH,E
IA,WLFM,,REGIONAL,SH,N
IA,WLFM,,REGIONAL,SH,Z
IA,WLJI,,REGIONAL,HN,E
IA,WLJI,,REGIONAL,HN,N
IA,WLJI,,REGIONAL,HN,Z
IA,WLJI,,REGIONAL,SH,E
IA,WLJI,,REGIONAL,SH,N
IA,WLJI,,REGIONAL,SH,Z
IA,WLTFM,,REGIONAL,HN,E
IA,WLTFM,,REGIONAL,HN,N
IA,WLTFM,,REGIONAL,HN,Z
IA,WLTFM,,REGIONAL,SH,E
IA,WLTFM,,REGIONAL,SH,N
IA,WLTFM,,REGIONAL,SH,Z
IA,WMCM,00,REGIONAL,HN,E
IA,WMCM,00,REGIONAL,HN,N
IA,WMCM,00,REGIONAL,HN,Z
IA,WMCM,00,REGIONAL,SH,E
IA,WMCM,00,REGIONAL,SH,N
IA,WMCM,00,REGIONAL,SH,Z
IA,WOJI,,REGIONAL,HN,E
IA,WOJI,,REGIONAL,HN,N
IA,WOJI,,REGIONAL,HN,Z
IA,WOJI,,REGIONAL,SH,E
IA,WOJI,,REGIONAL,SH,N
IA,WOJI,,REGIONAL,SH,Z
IA,WRJI,,REGIONAL,HN,E
IA,WRJI,,REGIONAL,HN,N
IA,WRJI,,REGIONAL,HN,Z
IA,WRJI,,REGIONAL,SH,E
IA,WRJI,,REGIONAL,SH,N
IA,WRJI,,REGIONAL,SH,Z
IA,WSHHI,,REGIONAL,HN,E
IA,WSHHI,,REGIONAL,HN,N
IA,WSHHI,,REGIONAL,HN,Z
IA,WSHHI,,REGIONAL,SH,E
IA,WSHHI,,REGIONAL,SH,N
IA,WSHHI,,REGIONAL,SH,Z
IA,WSI,00,REGIONAL,HH,E
IA,WSI,00,REGIONAL,HH,N
IA,WSI,00,REGIONAL,HH,Z
IA,WSI,00,REGIONAL,HN,E
IA,WSI,00,REGIONAL,HN,N
IA,WSI,00,REGIONAL,HN,Z
IA,WSJM,00,REGIONAL,HN,E
IA,WSJM,00,REGIONAL,HN,N
IA,WSJM,00,REGIONAL,HN,Z
IA,WSJM,00,REGIONAL,SH,E
IA,WSJM,00,REGIONAL,SH,N
IA,WSJM,00,REGIONAL,SH,Z
IA,WSTMM,,REGIONAL,HN,E
IA,WSTMM,,REGIONAL,HN,N
IA,WSTMM,,REGIONAL,HN,Z
IA,WSTMM,,REGIONAL,SH,E
IA,WSTMM,,REGIONAL,SH,N
IA,WSTMM,,REGIONAL,SH,Z
IA,WTKSI,,REGIONAL,HN,E
IA,WTKSI,,REGIONAL,HN,N
IA,WTKSI,,REGIONAL,HN,Z
IA,WTKSI,,REGIONAL,SH,E
IA,WTKSI,,REGIONAL,SH,N
IA,WTKSI,,REGIONAL,SH,Z
IA,WUPCM,,REGIONAL,HN,E
IA,WUPCM,,REGIONAL,HN,N
IA,WUPCM,,REGIONAL,HN,Z
IA,WUPCM,,REGIONAL,SH,E
IA,WUPCM,,REGIONAL,SH,N
IA,WUPCM,,REGIONAL,SH,Z
IA,WWCI,00,REGIONAL,HN,E
IA,WWCI,00,REGIONAL,HN,N
IA,WWCI,00,REGIONAL,HN,Z
IA,WWCI,00,REGIONAL,SH,E
IA,WWCI,00,REGIONAL,SH,N
IA,WWCI,00,REGIONAL,SH,Z
IA,WWPI,00,REGIONAL,HN,E
IA,WWPI,00,REGIONAL,HN,N
IA,WWPI,00,REGIONAL,HN,Z
IA,WWPI,00,REGIONAL,SH,E
IA,WWPI,00,REGIONAL,SH,N
IA,WWPI,00,REGIONAL,SH,Z
IA,YBYPI,,REGIONAL,HN,E
IA,YBYPI,,REGIONAL,HN,N
IA,YBYPI,,REGIONAL,HN,Z
IA,YBYPI,,REGIONAL,SH,E
IA,YBYPI,,REGIONAL,SH,N
IA,YBYPI,,REGIONAL,SH,Z
IA,YOGI,,REGIONAL,HN,E
IA,YOGI,,REGIONAL,HN,N
IA,YOGI,,REGIONAL,HN,Z
IA,YOGI,,REGIONAL,SH,E
IA,YOGI,,REGIONAL,SH,N
IA,YOGI,,REGIONAL,SH,Z
II,KAPI,00,REGIONAL,BH,1
II,KAPI,00,REGIONAL,BH,2
II,KAPI,00,REGIONAL,BH,Z
